Time,Latitude,Longitude,Range,CorrectedRange,LLH,CorrectedLLH,OrthometricHeight
680127628.7671576,52.404806,13.656811999999999,810298.0656,810295.5944,71.8819,71.9697,32.1645
680127628.8165903,52.407654,13.655429,810300.8162,810298.3450,69.7449,69.8327,30.0352
680127628.8660233,52.410503,13.654045,810301.5302,810299.0590,69.6445,69.7323,29.9426
680127628.9154432,52.413349999999994,13.652662,810302.4285,810299.9573,69.3596,69.4474,29.6655
680127628.9648759,52.416197999999994,13.651278,810304.4932,810302.0220,67.9085,67.9963,28.2222
680127629.0143077,52.419047,13.649894,810305.6409,810303.1697,67.3743,67.4621,27.6957
680127629.0637276,52.421893999999995,13.64851,810308.1705,810305.6993,65.4581,65.5459,25.7869
682460425.5869868,52.419582999999996,13.659082999999999,810288.1668,810285.6952,76.2416,76.3335,36.5795
682460425.6364195,52.422430999999996,13.657699,810295.9269,810293.4551,69.1104,69.2022,29.4558
684793224.411536,52.405257,13.642975999999999,810591.8667,810589.3668,71.6439,71.7309,31.9106
684793224.460995,52.408106,13.641589999999999,810592.5185,810590.0185,71.6264,71.7133,31.9008
684793224.5104408,52.410954999999994,13.640206,810593.0704,810590.5703,71.7086,71.7955,31.9906
687126027.351398,52.404666,13.649993,810755.7305,810753.3274,71.2649,71.2927,31.4788
687126027.4008694,52.407516,13.648608,810756.7486,810754.3454,70.8684,70.8962,31.0899
687126027.4503281,52.410365,13.647222999999999,810757.4426,810755.0394,70.7958,70.8236,31.0251
687126027.4997995,52.413215,13.645838,810758.6439,810756.2406,70.2161,70.2439,30.4530
687126027.5492706,52.416064999999996,13.644452999999999,810762.9138,810760.5104,66.5678,66.5956,26.8124
687126027.5987289,52.418914,13.643068,810763.1467,810760.7433,66.9562,66.9840,27.2085
687126027.6481998,52.421763999999996,13.641682,810764.1820,810761.7785,66.5425,66.5703,26.8025
689458825.6546254,52.411791,13.658837,810543.1255,810540.7083,68.7163,68.6222,28.8422
689458825.704071,52.41464,13.657452,810536.9958,810534.5786,75.4581,75.3640,35.5918
689458825.7535293,52.417488999999996,13.656068,810537.1129,810534.6956,75.9534,75.8592,36.0948
